id,age,country,language,personality,reading_habits,favourite_genres,patience
ID0774,56,India,Hindi,Ambivert,Weekly,Science Fiction,High
ID0775,54,United Arab Emirates,Arabic,Ambivert,Daily,Science & Technology,High
ID0776,62,India,Hindi,Ambivert,Daily,Self-Help,High
ID0777,20,India,Hindi,Ambivert,Weekly,Romance,High
ID0778,18,Brazil,Portuguese,Ambivert,Several times a week,Romance,High
ID0779,66,France,French,Extrovert,Rarely,Business,Moderate
ID0780,71,Netherlands,Dutch,Ambivert,Several times a week,Biography & Memoir,Moderate
ID0781,73,China,Mandarin Chinese,Extrovert,Several times a week,History,Low
ID0782,30,United States,English,Ambivert,Weekly,History,Moderate
ID0783,39,Japan,Japanese,Introvert,Monthly,Fiction,Moderate
ID0784,50,United States,English,Ambivert,Monthly,Business,High
ID0785,54,China,Mandarin Chinese,Ambivert,Monthly,Fiction,Moderate
ID0786,33,India,Hindi,Extrovert,Several times a week,Fantasy,Moderate
ID0787,70,India,Hindi,Introvert,Rarely,Poetry,Moderate
ID0788,63,United Kingdom,English,Introvert,Weekly,Self-Help,High
ID0789,64,Mexico,Spanish,Ambivert,Weekly,Comics & Graphic Novels,High
ID0790,42,Australia,English,Introvert,Weekly,History,Moderate
ID0791,54,United Kingdom,English,Extrovert,Daily,Romance,Low
ID0792,28,South Africa,English,Ambivert,Several times a week,Self-Help,Moderate
ID0793,57,India,Hindi,Ambivert,Weekly,Romance,Moderate
ID0794,35,United States,English,Ambivert,Several times a week,Romance,High
ID0795,65,India,Hindi,Ambivert,Daily,Fiction,Low
ID0796,24,Indonesia,Indonesian,Extrovert,Several times a week,Poetry,Moderate
ID0797,47,Germany,German,Extrovert,Several times a week,Mystery & Thriller,High
ID0798,20,Germany,German,Introvert,Rarely,Self-Help,Moderate
ID0799,70,United States,English,Ambivert,Weekly,Fiction,High
ID0800,27,Sweden,Swedish,Ambivert,Rarely,Fantasy,Low
ID0801,59,Australia,English,Extrovert,Daily,Fiction,Moderate
ID0802,45,Canada,English,Ambivert,Daily,History,High
ID0803,24,Australia,English,Ambivert,Rarely,Science Fiction,Moderate
ID0804,56,South Korea,Korean,Extrovert,Weekly,Science Fiction,Moderate
ID0805,51,United States,English,Ambivert,Daily,Mystery & Thriller,Moderate
ID0806,43,Japan,Japanese,Ambivert,Several times a week,Mystery & Thriller,Low
ID0807,61,India,Hindi,Extrovert,Several times a week,Fiction,Moderate
ID0808,29,Australia,English,Ambivert,Weekly,Science Fiction,High
ID0809,47,Brazil,Portuguese,Introvert,Several times a week,Fantasy,Moderate
ID0810,21,France,French,Ambivert,Monthly,Mystery & Thriller,Low
ID0811,72,Canada,English,Introvert,Several times a week,Business,Moderate
ID0812,29,India,Hindi,Ambivert,Several times a week,Business,Low
ID0813,68,Brazil,Portuguese,Ambivert,Several times a week,Comics & Graphic Novels,Moderate
ID0814,29,Germany,German,Ambivert,Daily,History,High
ID0815,19,Canada,English,Introvert,Weekly,History,Moderate
ID0816,60,Spain,Spanish,Introvert,Daily,Mystery & Thriller,Moderate
ID0817,35,Netherlands,Dutch,Ambivert,Several times a week,Science Fiction,Low
ID0818,71,India,Hindi,Introvert,Weekly,Mystery & Thriller,Moderate
ID0819,40,Canada,English,Introvert,Monthly,History,Moderate
ID0820,24,France,French,Extrovert,Several times a week,Fiction,High
ID0821,61,United States,English,Introvert,Rarely,History,High
ID0822,72,South Korea,Korean,Introvert,Weekly,History,Moderate
ID0823,19,Netherlands,Dutch,Extrovert,Weekly,Business,High
ID0824,63,France,French,Extrovert,Rarely,Poetry,Moderate
ID0825,71,Spain,Spanish,Ambivert,Monthly,Romance,Moderate
ID0826,33,India,Hindi,Introvert,Several times a week,Fiction,Moderate
ID0827,47,United Kingdom,English,Extrovert,Weekly,Mystery & Thriller,Moderate
ID0828,27,Indonesia,Indonesian,Extrovert,Daily,Fantasy,Moderate
ID0829,37,United Kingdom,English,Ambivert,Daily,Self-Help,Moderate
ID0830,67,United States,English,Ambivert,Daily,Science & Technology,Moderate
ID0831,56,China,Mandarin Chinese,Ambivert,Monthly,Self-Help,Moderate
ID0832,49,United States,English,Introvert,Several times a week,Science Fiction,Moderate
ID0833,19,France,French,Ambivert,Daily,Fiction,High
ID0834,35,Italy,Italian,Ambivert,Weekly,Mystery & Thriller,High
ID0835,55,Australia,English,Extrovert,Several times a week,Fiction,High
ID0836,26,India,Hindi,Ambivert,Weekly,Fiction,High
ID0837,55,India,Hindi,Ambivert,Daily,Mystery & Thriller,Low
ID0838,50,United States,English,Ambivert,Daily,Science & Technology,High
ID0839,60,Brazil,Portuguese,Introvert,Several times a week,History,Moderate
ID0840,22,Mexico,Spanish,Ambivert,Daily,Fiction,High
ID0841,33,Japan,Japanese,Introvert,Weekly,Comics & Graphic Novels,Moderate
ID0842,68,Netherlands,Dutch,Ambivert,Rarely,Science Fiction,Low
ID0843,50,United Kingdom,English,Ambivert,Weekly,Romance,Low
ID0844,50,Netherlands,Dutch,Ambivert,Weekly,Business,Moderate
ID0845,61,United Kingdom,English,Extrovert,Rarely,Fantasy,Low
ID0846,53,South Korea,Korean,Extrovert,Monthly,Fantasy,High
ID0847,18,United Kingdom,English,Ambivert,Weekly,History,Moderate
ID0848,19,United Kingdom,English,Ambivert,Weekly,Biography & Memoir,Low
ID0849,47,India,Hindi,Ambivert,Weekly,Science Fiction,Moderate
ID0850,31,United Kingdom,English,Ambivert,Weekly,Biography & Memoir,Moderate
ID0851,52,South Korea,Korean,Ambivert,Daily,Fiction,Moderate
ID0852,39,Brazil,Portuguese,Introvert,Several times a week,Science Fiction,Moderate
ID0853,21,United States,English,Ambivert,Rarely,Fantasy,High
ID0854,37,Nigeria,English,Ambivert,Several times a week,Fiction,Moderate
ID0855,45,Indonesia,Indonesian,Ambivert,Monthly,Fiction,Moderate
ID0856,35,Nigeria,English,Introvert,Rarely,Poetry,Moderate
ID0857,73,Indonesia,Indonesian,Extrovert,Rarely,Romance,Low
ID0858,57,United States,English,Introvert,Rarely,Romance,High
ID0859,71,Japan,Japanese,Introvert,Monthly,Poetry,Moderate
ID0860,54,United Arab Emirates,Arabic,Extrovert,Weekly,Fantasy,Moderate
ID0861,42,Sweden,Swedish,Ambivert,Several times a week,Poetry,Moderate
ID0862,42,Netherlands,Dutch,Introvert,Weekly,Romance,Low
ID0863,46,United States,English,Introvert,Daily,Romance,Moderate
ID0864,61,United Kingdom,English,Introvert,Monthly,Fantasy,Moderate
ID0865,42,India,Hindi,Ambivert,Weekly,Self-Help,Moderate
ID0866,32,India,Hindi,Extrovert,Weekly,Fiction,High
ID0867,56,United Kingdom,English,Introvert,Monthly,Mystery & Thriller,High
ID0868,25,India,Hindi,Extrovert,Several times a week,Fantasy,High
ID0869,38,France,French,Ambivert,Several times a week,Comics & Graphic Novels,Moderate
ID0870,57,France,French,Ambivert,Weekly,Fantasy,High
ID0871,20,Nigeria,English,Ambivert,Weekly,Science & Technology,Moderate
ID0872,67,United Kingdom,English,Ambivert,Weekly,Fantasy,High
ID0873,41,Italy,Italian,Ambivert,Several times a week,Poetry,High
ID0874,41,Nigeria,English,Introvert,Weekly,Science & Technology,Moderate
ID0875,27,Japan,Japanese,Introvert,Weekly,Self-Help,Moderate
ID0876,29,India,Hindi,Extrovert,Monthly,Fiction,Moderate
ID0877,30,Nigeria,English,Introvert,Several times a week,Self-Help,Moderate
ID0878,56,France,French,Ambivert,Several times a week,Comics & Graphic Novels,Low
ID0879,66,India,Hindi,Ambivert,Several times a week,Self-Help,High
ID0880,41,India,Hindi,Extrovert,Several times a week,Science Fiction,Moderate
ID0881,41,India,Hindi,Ambivert,Several times a week,Fiction,High
ID0882,60,Brazil,Portuguese,Ambivert,Weekly,Comics & Graphic Novels,High
ID0883,22,India,Hindi,Ambivert,Weekly,Mystery & Thriller,Low
ID0884,36,India,Hindi,Ambivert,Weekly,Self-Help,Moderate
ID0885,41,United States,English,Extrovert,Rarely,Mystery & Thriller,Moderate
ID0886,42,Spain,Spanish,Ambivert,Several times a week,Mystery & Thriller,High
ID0887,50,India,Hindi,Introvert,Monthly,Fiction,Low
ID0888,32,Germany,German,Introvert,Several times a week,Mystery & Thriller,High
ID0889,19,Italy,Italian,Introvert,Monthly,Self-Help,High
ID0890,54,Canada,English,Extrovert,Daily,Fantasy,Moderate
ID0891,55,United States,English,Introvert,Weekly,Romance,High
ID0892,65,Germany,German,Ambivert,Daily,History,Moderate
ID0893,47,Nigeria,English,Introvert,Monthly,Fiction,High
ID0894,23,Brazil,Portuguese,Ambivert,Daily,History,High
ID0895,19,Nigeria,English,Introvert,Daily,Romance,High
ID0896,68,Canada,English,Introvert,Weekly,Science Fiction,High
ID0897,27,United Kingdom,English,Ambivert,Rarely,Romance,Low
ID0898,75,Mexico,Spanish,Introvert,Monthly,Fantasy,Moderate
ID0899,65,Australia,English,Extrovert,Daily,Self-Help,Moderate
ID0900,49,Japan,Japanese,Introvert,Monthly,Business,Moderate
ID0901,49,Spain,Spanish,Ambivert,Weekly,Fantasy,Moderate
ID0902,60,Brazil,Portuguese,Extrovert,Daily,Fantasy,Low
ID0903,39,Spain,Spanish,Extrovert,Weekly,Romance,Low
ID0904,28,Spain,Spanish,Introvert,Rarely,Science Fiction,Low
ID0905,32,Netherlands,Dutch,Introvert,Daily,Fantasy,Moderate
ID0906,67,United Kingdom,English,Extrovert,Daily,Biography & Memoir,High
ID0907,46,United States,English,Ambivert,Monthly,Self-Help,Moderate
ID0908,52,France,French,Ambivert,Rarely,Biography & Memoir,Moderate
ID0909,26,Nigeria,English,Ambivert,Several times a week,Science Fiction,Moderate
ID0910,67,South Africa,English,Ambivert,Daily,Science Fiction,Moderate
ID0911,34,China,Mandarin Chinese,Ambivert,Daily,Biography & Memoir,High
ID0912,25,Spain,Spanish,Ambivert,Several times a week,Self-Help,Moderate
ID0913,40,United Kingdom,English,Introvert,Daily,Self-Help,Moderate
ID0914,27,France,French,Introvert,Several times a week,Poetry,Low
ID0915,54,India,Hindi,Ambivert,Daily,Biography & Memoir,Moderate
ID0916,74,United States,English,Extrovert,Several times a week,Fantasy,Low
ID0917,58,Nigeria,English,Ambivert,Weekly,Romance,Moderate
ID0918,30,United Kingdom,English,Extrovert,Weekly,Biography & Memoir,High
ID0919,24,India,Hindi,Introvert,Several times a week,Fiction,Moderate
ID0920,43,Brazil,Portuguese,Ambivert,Daily,Biography & Memoir,Moderate
ID0921,49,India,Hindi,Extrovert,Daily,Poetry,Moderate
ID0922,42,Italy,Italian,Ambivert,Several times a week,Poetry,High
ID0923,50,United Kingdom,English,Introvert,Weekly,Fiction,Moderate
ID0924,36,Netherlands,Dutch,Ambivert,Weekly,Romance,Moderate
ID0925,51,France,French,Ambivert,Daily,Poetry,Moderate
ID0926,44,India,Hindi,Introvert,Weekly,Business,Moderate
ID0927,25,United States,English,Extrovert,Daily,Fantasy,Low
ID0928,35,China,Mandarin Chinese,Ambivert,Weekly,Fiction,Low
ID0929,63,India,Hindi,Ambivert,Several times a week,Romance,High
ID0930,39,Brazil,Portuguese,Introvert,Daily,Mystery & Thriller,Low
ID0931,19,Germany,German,Introvert,Rarely,Self-Help,High
ID0932,47,United Kingdom,English,Ambivert,Several times a week,Science Fiction,Low
ID0933,33,Spain,Spanish,Introvert,Weekly,Biography & Memoir,Moderate
ID0934,66,India,Hindi,Introvert,Rarely,Fiction,Low
ID0935,57,United States,English,Extrovert,Rarely,Fiction,High
ID0936,75,Australia,English,Ambivert,Several times a week,Romance,Moderate
ID0937,40,China,Mandarin Chinese,Introvert,Daily,Fantasy,Moderate
ID0938,54,Japan,Japanese,Ambivert,Weekly,Biography & Memoir,Moderate
ID0939,47,Nigeria,English,Ambivert,Weekly,Fiction,Low
ID0940,42,United States,English,Ambivert,Several times a week,Romance,Low
ID0941,56,Nigeria,English,Ambivert,Weekly,Self-Help,High
ID0942,68,Nigeria,English,Ambivert,Several times a week,Business,Moderate
ID0943,38,United States,English,Extrovert,Monthly,Romance,Moderate
ID0944,56,China,Mandarin Chinese,Ambivert,Daily,Romance,Moderate
ID0945,23,China,Mandarin Chinese,Ambivert,Several times a week,Science & Technology,Moderate
ID0946,48,France,French,Ambivert,Rarely,Science Fiction,High
ID0947,34,France,French,Ambivert,Several times a week,Fiction,Moderate
ID0948,53,Canada,English,Introvert,Monthly,Self-Help,Moderate
ID0949,27,United States,English,Introvert,Weekly,Mystery & Thriller,Low
ID0950,18,United States,English,Extrovert,Daily,Mystery & Thriller,Moderate
ID0951,30,Italy,Italian,Ambivert,Several times a week,Romance,Moderate
ID0952,72,United Kingdom,English,Ambivert,Monthly,Business,Moderate
ID0953,33,United States,English,Ambivert,Daily,Self-Help,Moderate
ID0954,54,Nigeria,English,Extrovert,Daily,Fiction,Moderate
ID0955,61,Germany,German,Ambivert,Several times a week,Romance,Moderate
ID0956,74,Indonesia,Indonesian,Ambivert,Weekly,Mystery & Thriller,Moderate
ID0957,68,Nigeria,English,Extrovert,Several times a week,Romance,Moderate
ID0958,39,India,Hindi,Introvert,Monthly,Biography & Memoir,Moderate
ID0959,73,India,Hindi,Ambivert,Weekly,Romance,Moderate
ID0960,54,India,Hindi,Introvert,Monthly,Business,High
ID0961,21,Canada,English,Ambivert,Monthly,History,Moderate
ID0962,48,United States,English,Ambivert,Several times a week,Science Fiction,Moderate
ID0963,44,United Kingdom,English,Extrovert,Weekly,History,Moderate
ID0964,42,Australia,English,Extrovert,Several times a week,Fantasy,High
ID0965,65,United States,English,Extrovert,Weekly,Science & Technology,High
ID0966,43,United States,English,Ambivert,Weekly,Mystery & Thriller,Moderate
ID0967,26,India,Hindi,Ambivert,Weekly,Business,Moderate
ID0968,45,Canada,English,Ambivert,Weekly,Mystery & Thriller,Moderate
ID0969,57,Indonesia,Indonesian,Ambivert,Rarely,Romance,Low
ID0970,44,India,Hindi,Extrovert,Daily,Mystery & Thriller,High
ID0971,44,India,Hindi,Ambivert,Daily,Fantasy,Low
ID0972,56,Brazil,Portuguese,Extrovert,Several times a week,Biography & Memoir,Moderate
ID0973,25,Sweden,Swedish,Introvert,Several times a week,Fantasy,Moderate
ID0974,58,India,Hindi,Extrovert,Daily,Science Fiction,Moderate
ID0975,34,India,Hindi,Ambivert,Weekly,Biography & Memoir,High
ID0976,61,Nigeria,English,Extrovert,Daily,Mystery & Thriller,Low
ID0977,44,India,Hindi,Introvert,Daily,Romance,Moderate
ID0978,22,Australia,English,Introvert,Monthly,History,Moderate
ID0979,38,Brazil,Portuguese,Introvert,Daily,Biography & Memoir,Moderate
ID0980,60,Germany,German,Ambivert,Weekly,History,High
ID0981,29,Canada,English,Introvert,Daily,Mystery & Thriller,Moderate
ID0982,36,Germany,German,Ambivert,Rarely,Fiction,Moderate
ID0983,27,United Kingdom,English,Introvert,Rarely,Fiction,High
ID0984,18,France,French,Ambivert,Several times a week,Mystery & Thriller,Moderate
ID0985,26,India,Hindi,Introvert,Rarely,Romance,High
ID0986,21,United States,English,Introvert,Rarely,Self-Help,Moderate
ID0987,51,France,French,Ambivert,Weekly,Mystery & Thriller,High
ID0988,66,United States,English,Ambivert,Monthly,Mystery & Thriller,Low
ID0989,70,Japan,Japanese,Extrovert,Daily,Fantasy,High
ID0990,71,Mexico,Spanish,Introvert,Weekly,Poetry,Moderate
ID0991,69,India,Hindi,Introvert,Several times a week,Mystery & Thriller,Moderate
ID0992,60,United States,English,Ambivert,Weekly,Fiction,Moderate
ID0993,19,United States,English,Introvert,Rarely,Biography & Memoir,Moderate
ID0994,66,India,Hindi,Extrovert,Weekly,Biography & Memoir,High
ID0995,48,India,Hindi,Extrovert,Monthly,Fiction,Low
ID0996,72,Italy,Italian,Introvert,Weekly,Business,Low
ID0997,62,United States,English,Extrovert,Several times a week,Fiction,Moderate
ID0998,28,India,Hindi,Ambivert,Several times a week,Fantasy,High
ID0999,30,France,French,Ambivert,Several times a week,Poetry,High
ID1000,20,India,Hindi,Introvert,Several times a week,Fantasy,Moderate
ID1001,28,Germany,German,Ambivert,Daily,Biography & Memoir,High
ID1002,32,Italy,Italian,Ambivert,Several times a week,Fiction,Moderate
ID1003,64,Netherlands,Dutch,Ambivert,Monthly,Science Fiction,Moderate
ID1004,47,United States,English,Ambivert,Daily,Fiction,High
ID1005,27,Nigeria,English,Introvert,Several times a week,Mystery & Thriller,Moderate
ID1006,50,India,Hindi,Extrovert,Daily,History,High
ID1007,53,Mexico,Spanish,Extrovert,Monthly,Biography & Memoir,Moderate
ID1008,40,Mexico,Spanish,Introvert,Several times a week,Science Fiction,Moderate
ID1009,52,India,Hindi,Ambivert,Daily,Romance,Moderate
ID1010,35,Canada,English,Extrovert,Rarely,Mystery & Thriller,Moderate
ID1011,37,United States,English,Extrovert,Monthly,Science Fiction,Moderate
ID1012,25,United Arab Emirates,Arabic,Ambivert,Weekly,Mystery & Thriller,High
ID1013,46,Sweden,Swedish,Extrovert,Weekly,Biography & Memoir,Moderate
ID1014,73,France,French,Introvert,Weekly,Science Fiction,Moderate
ID1015,49,Australia,English,Ambivert,Several times a week,Romance,High
ID1016,31,Spain,Spanish,Introvert,Daily,Fiction,Moderate
ID1017,39,South Korea,Korean,Ambivert,Monthly,Science Fiction,Low
ID1018,62,China,Mandarin Chinese,Introvert,Several times a week,Fantasy,High
ID1019,54,Mexico,Spanish,Ambivert,Rarely,Self-Help,Moderate
ID1020,33,Germany,German,Ambivert,Daily,Science Fiction,Moderate
ID1021,41,Brazil,Portuguese,Ambivert,Weekly,Biography & Memoir,High
ID1022,45,India,Hindi,Ambivert,Daily,Business,Moderate
ID1023,50,Nigeria,English,Introvert,Rarely,Romance,Moderate
ID1024,59,United Kingdom,English,Introvert,Daily,Biography & Memoir,Moderate
ID1025,73,United States,English,Ambivert,Several times a week,Science & Technology,High
ID1026,71,Germany,German,Ambivert,Weekly,Fiction,Moderate
ID1027,70,United States,English,Ambivert,Daily,Science & Technology,Moderate
ID1028,73,Spain,Spanish,Introvert,Several times a week,History,High
ID1029,70,Sweden,Swedish,Introvert,Weekly,Biography & Memoir,Moderate
ID1030,74,Italy,Italian,Ambivert,Daily,Science Fiction,Moderate
ID1031,53,Nigeria,English,Ambivert,Monthly,Poetry,High
ID1032,39,Brazil,Portuguese,Extrovert,Weekly,Poetry,Moderate
ID1033,33,France,French,Ambivert,Several times a week,Biography & Memoir,Low
ID1034,30,Canada,English,Introvert,Several times a week,Fiction,High
ID1035,34,United States,English,Extrovert,Several times a week,Romance,Low
ID1036,42,Nigeria,English,Ambivert,Monthly,Fantasy,Moderate
ID1037,54,Germany,German,Introvert,Rarely,Mystery & Thriller,Moderate
ID1038,71,China,Mandarin Chinese,Extrovert,Weekly,Science Fiction,High
ID1039,23,Nigeria,English,Ambivert,Monthly,Fantasy,Moderate
ID1040,65,Germany,German,Ambivert,Weekly,Poetry,Moderate
ID1041,72,India,Hindi,Ambivert,Daily,Mystery & Thriller,Moderate
ID1042,75,Mexico,Spanish,Introvert,Weekly,Romance,High
ID1043,22,United Kingdom,English,Extrovert,Several times a week,Fiction,Moderate
ID1044,63,Germany,German,Introvert,Daily,Romance,High
ID1045,75,Australia,English,Ambivert,Monthly,Comics & Graphic Novels,Moderate
ID1046,72,India,Hindi,Ambivert,Daily,Fiction,Moderate
ID1047,27,United States,English,Introvert,Several times a week,Mystery & Thriller,Moderate
ID1048,41,India,Hindi,Ambivert,Weekly,Mystery & Thriller,High
ID1049,43,Brazil,Portuguese,Ambivert,Rarely,Fantasy,Moderate
ID1050,23,Spain,Spanish,Introvert,Daily,Fiction,High
ID1051,63,India,Hindi,Ambivert,Several times a week,Comics & Graphic Novels,Moderate
ID1052,66,Sweden,Swedish,Extrovert,Rarely,Comics & Graphic Novels,High
ID1053,39,South Korea,Korean,Ambivert,Daily,Fantasy,High
ID1054,52,China,Mandarin Chinese,Ambivert,Daily,Poetry,Moderate
ID1055,67,Italy,Italian,Introvert,Daily,Fiction,Moderate
ID1056,72,Japan,Japanese,Ambivert,Several times a week,Mystery & Thriller,Moderate
ID1057,39,India,Hindi,Ambivert,Daily,Biography & Memoir,Moderate
ID1058,57,Brazil,Portuguese,Ambivert,Monthly,Self-Help,Moderate
ID1059,46,Australia,English,Extrovert,Several times a week,Fantasy,Moderate
ID1060,53,Netherlands,Dutch,Introvert,Several times a week,Biography & Memoir,Low
ID1061,35,Canada,English,Introvert,Rarely,Poetry,Low
ID1062,74,Japan,Japanese,Ambivert,Several times a week,Self-Help,Moderate
ID1063,32,India,Hindi,Ambivert,Several times a week,Romance,High
ID1064,40,India,Hindi,Extrovert,Weekly,Mystery & Thriller,Moderate
ID1065,47,United Arab Emirates,Arabic,Extrovert,Monthly,Self-Help,Moderate
ID1066,63,Spain,Spanish,Introvert,Daily,Science Fiction,Moderate
ID1067,69,India,Hindi,Ambivert,Daily,Mystery & Thriller,Moderate
ID1068,23,China,Mandarin Chinese,Ambivert,Several times a week,Fiction,Moderate
ID1069,56,United States,English,Extrovert,Daily,Fiction,High
ID1070,48,United States,English,Extrovert,Rarely,Self-Help,High
ID1071,60,India,Hindi,Extrovert,Weekly,Science & Technology,Low
ID1072,46,France,French,Introvert,Several times a week,Business,High
ID1073,24,South Africa,English,Extrovert,Daily,Fiction,High
ID1074,23,China,Mandarin Chinese,Introvert,Several times a week,Biography & Memoir,Low
ID1075,51,United States,English,Ambivert,Monthly,Fantasy,High
ID1076,18,Nigeria,English,Extrovert,Several times a week,Mystery & Thriller,Moderate
ID1077,68,India,Hindi,Ambivert,Several times a week,Poetry,High
ID1078,50,Canada,English,Introvert,Several times a week,History,Low
ID1079,25,United Kingdom,English,Ambivert,Weekly,Science Fiction,Moderate
ID1080,50,China,Mandarin Chinese,Introvert,Daily,Fantasy,Moderate
ID1081,21,Australia,English,Introvert,Daily,Business,High
ID1082,52,India,Hindi,Ambivert,Several times a week,Fiction,Moderate
ID1083,26,Canada,English,Ambivert,Weekly,Self-Help,Low
ID1084,39,United States,English,Ambivert,Weekly,Fiction,Moderate
ID1085,20,United Kingdom,English,Ambivert,Weekly,Fantasy,High
ID1086,26,Japan,Japanese,Ambivert,Daily,History,Moderate
ID1087,70,Brazil,Portuguese,Ambivert,Monthly,Fantasy,Moderate
ID1088,19,India,Hindi,Ambivert,Daily,Biography & Memoir,High
ID1089,20,Germany,German,Extrovert,Several times a week,Self-Help,Moderate
ID1090,31,China,Mandarin Chinese,Ambivert,Rarely,Romance,Low
ID1091,45,Germany,German,Extrovert,Rarely,Biography & Memoir,High
ID1092,34,United States,English,Introvert,Monthly,Science & Technology,Moderate
ID1093,32,Canada,English,Introvert,Several times a week,Fiction,Moderate
ID1094,52,United Kingdom,English,Introvert,Weekly,Self-Help,Moderate
ID1095,38,United States,English,Introvert,Monthly,Fiction,Low
ID1096,32,Indonesia,Indonesian,Introvert,Daily,Self-Help,Moderate
ID1097,60,India,Hindi,Introvert,Monthly,Romance,High
ID1098,56,United States,English,Ambivert,Monthly,Fantasy,High
ID1099,66,Brazil,Portuguese,Ambivert,Rarely,Fiction,Moderate
ID1100,47,India,Hindi,Ambivert,Weekly,Fantasy,Moderate
ID1101,53,India,Hindi,Ambivert,Weekly,Mystery & Thriller,Moderate
ID1102,35,India,Hindi,Introvert,Several times a week,Business,Moderate
ID1103,64,France,French,Extrovert,Daily,Self-Help,Low
ID1104,29,India,Hindi,Introvert,Weekly,Romance,High
ID1105,19,France,French,Extrovert,Weekly,Fiction,Moderate
ID1106,71,Japan,Japanese,Ambivert,Monthly,Self-Help,Low
ID1107,26,Germany,German,Ambivert,Several times a week,Fiction,High
ID1108,35,France,French,Ambivert,Several times a week,Fiction,High
ID1109,49,South Africa,English,Introvert,Several times a week,Science Fiction,Low
ID1110,38,Canada,English,Ambivert,Weekly,Science Fiction,High
ID1111,61,United States,English,Extrovert,Weekly,Poetry,Moderate
ID1112,18,South Korea,Korean,Introvert,Several times a week,Self-Help,Moderate
ID1113,28,India,Hindi,Ambivert,Daily,Mystery & Thriller,Moderate
ID1114,22,Sweden,Swedish,Extrovert,Weekly,Poetry,High
ID1115,21,France,French,Ambivert,Monthly,History,High
ID1116,74,Germany,German,Introvert,Weekly,Fantasy,Moderate
ID1117,72,Nigeria,English,Ambivert,Rarely,Fiction,High
ID1118,31,Netherlands,Dutch,Extrovert,Several times a week,Mystery & Thriller,Moderate
ID1119,24,United States,English,Ambivert,Daily,Romance,High
ID1120,65,India,Hindi,Ambivert,Monthly,Biography & Memoir,High
ID1121,75,Sweden,Swedish,Introvert,Weekly,Poetry,Moderate
ID1122,72,United States,English,Introvert,Monthly,Mystery & Thriller,Moderate
ID1123,33,Spain,Spanish,Ambivert,Several times a week,Science Fiction,Moderate
ID1124,54,Spain,Spanish,Extrovert,Rarely,Science & Technology,High
ID1125,37,Japan,Japanese,Introvert,Several times a week,Self-Help,Moderate
ID1126,47,Spain,Spanish,Introvert,Daily,Mystery & Thriller,Moderate
ID1127,39,Germany,German,Ambivert,Monthly,Science Fiction,Moderate
ID1128,42,Mexico,Spanish,Ambivert,Monthly,Science Fiction,Moderate
ID1129,20,Canada,English,Extrovert,Several times a week,Biography & Memoir,Low
ID1130,62,South Africa,English,Introvert,Several times a week,Biography & Memoir,Moderate
ID1131,53,Canada,English,Ambivert,Rarely,Mystery & Thriller,Moderate
ID1132,67,Spain,Spanish,Introvert,Several times a week,Fantasy,Moderate
ID1133,25,India,Hindi,Ambivert,Several times a week,Biography & Memoir,Moderate
ID1134,48,United Arab Emirates,Arabic,Introvert,Monthly,Mystery & Thriller,Moderate
ID1135,64,South Korea,Korean,Extrovert,Rarely,Fantasy,Moderate
ID1136,68,Spain,Spanish,Ambivert,Weekly,History,High
ID1137,67,Spain,Spanish,Introvert,Daily,Mystery & Thriller,High
ID1138,72,Australia,English,Extrovert,Daily,Fantasy,High
ID1139,36,China,Mandarin Chinese,Ambivert,Rarely,History,Moderate
ID1140,42,Spain,Spanish,Extrovert,Several times a week,Comics & Graphic Novels,Low
ID1141,60,Germany,German,Extrovert,Daily,Self-Help,High
ID1142,23,Brazil,Portuguese,Extrovert,Weekly,Biography & Memoir,High
ID1143,52,India,Hindi,Ambivert,Several times a week,Science Fiction,Moderate
ID1144,34,United Kingdom,English,Extrovert,Several times a week,Business,Low
ID1145,19,Australia,English,Introvert,Daily,Self-Help,High
ID1146,53,Nigeria,English,Ambivert,Monthly,Fiction,Moderate
ID1147,25,Germany,German,Extrovert,Rarely,Mystery & Thriller,Moderate
ID1148,72,Italy,Italian,Extrovert,Daily,Biography & Memoir,Moderate
ID1149,63,United Kingdom,English,Ambivert,Several times a week,Fiction,Moderate
ID1150,29,Spain,Spanish,Introvert,Daily,Science Fiction,Moderate
ID1151,23,India,Hindi,Introvert,Weekly,History,Low
ID1152,44,United States,English,Ambivert,Weekly,Biography & Memoir,Moderate
ID1153,48,Brazil,Portuguese,Ambivert,Weekly,Romance,Low
ID1154,43,China,Mandarin Chinese,Introvert,Weekly,Biography & Memoir,Moderate
ID1155,48,India,Hindi,Ambivert,Daily,Self-Help,Moderate
ID1156,48,Italy,Italian,Ambivert,Rarely,Fantasy,High
ID1157,38,Germany,German,Introvert,Several times a week,Poetry,Moderate
ID1158,52,France,French,Introvert,Weekly,Business,Moderate
ID1159,75,Germany,German,Introvert,Daily,Science Fiction,High
ID1160,49,Canada,English,Ambivert,Weekly,Mystery & Thriller,Low
ID1161,63,Spain,Spanish,Extrovert,Rarely,Fiction,High
ID1162,35,South Africa,English,Ambivert,Several times a week,Comics & Graphic Novels,High
ID1163,72,Nigeria,English,Ambivert,Several times a week,Romance,High
ID1164,52,Nigeria,English,Introvert,Several times a week,Romance,Low
ID1165,21,Sweden,Swedish,Introvert,Rarely,Science Fiction,Moderate
ID1166,54,Japan,Japanese,Introvert,Weekly,History,High
